text,created_at,lat,lon,place,coordinates,location,polarity score,sentiment,emotion,party
"I just voted #election2016 #noexcuses #vote @ Pennsauken, New Jersey https://t.co/CLQ9qmF9rt",11/8/2016 14:29,42.39744599,-71.11415774,"Place(name='Somerville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ae845a49091f2727.json', full_name='Somerville, MA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-71.134552, 42.3727525], [-71.072892, 42.3727525], [-71.072892, 42.418052], [-71.134552, 42.418052]]], type='Polygon'), contained_within=[], id='ae845a49091f2727')","{'coordinates': [-71.11415774, 42.39744599], 'type': 'Point'}",,1,neutral,Anger,Election
I never thought this day would come. #election2016 #trumpvsclinton #vote @ Tree Tops Park https://t.co/ymRuU7O8vD,11/8/2016 14:28,33.20146717,-97.14120618,"Place(name='Denton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/f77b0bf942a40070.json', full_name='Denton, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.187543, 33.1289384], [-97.041998, 33.1289384], [-97.041998, 33.276053], [-97.187543, 33.276053]]], type='Polygon'), contained_within=[], id='f77b0bf942a40070')","{'coordinates': [-97.14120618, 33.20146717], 'type': 'Point'}","Denton, TX",0.108836579,negative,Anger,Trump
I thought maybe my brother would want a new job... #smalltownelections #election2016… https://t.co/j2HDbMNFwJ,11/8/2016 14:26,40,-100,"Place(name='Kansas', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/27c45d804c777999.json', full_name='Kansas, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-102.051769, 36.9931101], [-94.588081, 36.9931101], [-94.588081, 40.003282], [-102.051769, 40.003282]]], type='Polygon'), contained_within=[], id='27c45d804c777999')","{'coordinates': [-100.0, 40.0], 'type': 'Point'}","Manitou Springs, CO",1.961498733,neutral,Anger,Election
I vote that Ohio has the best voting stickers. #ohiolove #jusbmedia #election2016 #🐝💤💤 @… https://t.co/DjKbBKEu9K,11/8/2016 14:26,33.75962116,-84.38813285,"Place(name='Atlanta', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', full_name='Atlanta, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]], type='Polygon'), contained_within=[], id='8173485c72e78ca5')","{'coordinates': [-84.38813285, 33.75962116], 'type': 'Point'}",Sharing my God given Talent...,1,neutral,Anger,Election
I voted today. #TurnOut #election2016 #election #turncongressblue #hillaryclinton #timkaine… https://t.co/5bwleav8vB,11/8/2016 14:21,39.8954,-76.1622,"Place(name='Quarryville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/d072b88d652cc78e.json', full_name='Quarryville, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.174842, 39.885531], [-76.148522, 39.885531], [-76.148522, 39.905453], [-76.174842, 39.905453]]], type='Polygon'), contained_within=[], id='d072b88d652cc78e')","{'coordinates': [-76.1622, 39.8954], 'type': 'Point'}","Quarryville, PA",0.108836579,negative,Anger,Hillary
I voted! Make sure u get to the polls today!! #GoVote #Election2016 #OurVotesMatter @ North… https://t.co/shKDgnfVjB,11/8/2016 14:15,42.1124,-72.5475,"Place(name='Springfield', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/9f4583bf6dae13c4.json', full_name='Springfield, MA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-72.620117, 42.06398], [-72.471052, 42.06398], [-72.471052, 42.162145], [-72.620117, 42.162145]]], type='Polygon'), contained_within=[], id='9f4583bf6dae13c4')","{'coordinates': [-72.5475, 42.1124], 'type': 'Point'}",MASSACHUSETTS ,0.512035707,negative,Anger,Election
I'll be covering #election2016 from hillaryclinton HQ for #lgbtqnation @ Javits Center https://t.co/ijvjjmo6RF,11/8/2016 14:12,41.8369,-87.6844,"Place(name='Chicago', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', full_name='Chicago, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]], type='Polygon'), contained_within=[], id='1d9a5370a355ab0c')","{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}","Chicago, IL",0.108836579,negative,Anger,Hillary
I'm a Georgia Voter!!! #election2016 #ga #voter #poll #vote #electionday @ Argyle Elementary School https://t.co/GCsq46dxS3,11/8/2016 14:11,40.7,-73.95,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95, 40.7], 'type': 'Point'}","New York, New York",0.108836579,negative,Anger,Election
In line at my polling place. Let's do this. #pantsuitnation🇺🇸 #votingday2016 #election2016… https://t.co/Kcq20wNYiA,11/8/2016 14:05,43.08455104,-88.03034752,"Place(name='Milwaukee', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2a93711775303f90.json', full_name='Milwaukee, WI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-88.070827, 42.920822], [-87.863758, 42.920822], [-87.863758, 43.1926225], [-88.070827, 43.1926225]]], type='Polygon'), contained_within=[], id='2a93711775303f90')","{'coordinates': [-88.03034752, 43.08455104], 'type': 'Point'}","Milwaukee, WI",2.315120175,positive,Anger,Election
In line to vote! #Election2016,11/8/2016 14:04,40.64366667,-73.90066667,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.90066667, 40.64366667], 'type': 'Point'}","Brooklyn, NY",0.108836579,negative,Anger,Election
In line to vote! Probably 50 people ahead of me. Line moving fast. #election2016 https://t.co/FDaYjL2YsL,11/8/2016 14:04,40.08490373,-82.99697452,"Place(name='Columbus', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json', full_name='Columbus, OH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]], type='Polygon'), contained_within=[], id='3df0e3eb1e91170b')","{'coordinates': [-82.99697452, 40.08490373], 'type': 'Point'}","ÜT: 42.055088,-71.878232",1,neutral,Anger,Election
In line to vote!!!! #election2016 #electionday2016 #democracy #citizenship #hope @ Church of The… https://t.co/FXpxMLPS6F,11/8/2016 14:04,41.54588375,-87.7217832,"Place(name='Country Club Hills', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/08695e38fe9e7edf.json', full_name='Country Club Hills, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.74458, 41.527979], [-87.701853, 41.527979], [-87.701853, 41.586573], [-87.74458, 41.586573]]], type='Polygon'), contained_within=[], id='08695e38fe9e7edf')","{'coordinates': [-87.7217832, 41.54588375], 'type': 'Point'}",Chi Town,1,neutral,Anger,Hillary
It's #election2016 . Remember that YOU are your own source of change and hope. It starts with… https://t.co/WD6WtDxbEp,11/8/2016 14:00,32.83935628,-97.07369533,"Place(name='Euless', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5e2d6c67e728cca5.json', full_name='Euless, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.15606, 32.81088], [-97.0329529, 32.81088], [-97.0329529, 32.881593], [-97.15606, 32.881593]]], type='Polygon'), contained_within=[], id='5e2d6c67e728cca5')","{'coordinates': [-97.07369533, 32.83935628], 'type': 'Point'}","Chicago, IL",1,neutral,Anger,Election
"It's in our hands... VOTE! 

photo cred 📷: me 
#vote #election2016 #election #responsibility… https://t.co/47jb8ZW0DF",11/8/2016 13:57,42.447979,-83.335081,"Place(name='Farmington Hills', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0b40afc99807b6ac.json', full_name='Farmington Hills, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.437523, 42.439001], [-83.316839, 42.439001], [-83.316839, 42.529556], [-83.437523, 42.529556]]], type='Polygon'), contained_within=[], id='0b40afc99807b6ac')","{'coordinates': [-83.335081, 42.447979], 'type': 'Point'}","Detroit, MI",1,neutral,Anger,Election
Largas filas para votar en Nueva York. #election2016 #brooklyn #newyork #nyc @ Boerum Hill https://t.co/fBEzeWDnRB,11/8/2016 13:47,29.70440468,-95.71829672,"Place(name='Cinco Ranch', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01e74c422dab6107.json', full_name='Cinco Ranch, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.8463667, 29.676113], [-95.711056, 29.676113], [-95.711056, 29.7678652], [-95.8463667, 29.7678652]]], type='Polygon'), contained_within=[], id='01e74c422dab6107')","{'coordinates': [-95.71829672, 29.70440468], 'type': 'Point'}","29.689355,-95.638984",0.108836579,negative,Anger,Election
"Leaders don't always Lead, so be mindful who you choose. #ElectionDay #election2016… https://t.co/h56ZkTRHh1",11/8/2016 13:45,27.79,-82.638333,"Place(name='St Petersburg', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5d231ed8656fcf5a.json', full_name='St Petersburg, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-82.758209, 27.694323], [-82.587597, 27.694323], [-82.587597, 27.8971155], [-82.758209, 27.8971155]]], type='Polygon'), contained_within=[], id='5d231ed8656fcf5a')","{'coordinates': [-82.638333, 27.79], 'type': 'Point'}","St. Petersburg, Florida",38.67188361,positive,Anger,Election
"Left or Right? Citizens first.
#PresidentialElection #election2016 #Trump #Clinton #politics… https://t.co/AcjdQocrNd",11/8/2016 13:45,41.55793278,-77.10284237,"Place(name='Pennsylvania', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json', full_name='Pennsylvania, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]], type='Polygon'), contained_within=[], id='dd9c503d6c35364b')","{'coordinates': [-77.10284237, 41.55793278], 'type': 'Point'}",,0.930886893,negative,Anger,Trump
"Lemme get you started...
#thephantommenace
#clockworkorange
#election2016 #movies @ Los Angeles,… https://t.co/dedqMGuwFL",11/8/2016 13:45,40.72930859,-74.00128948,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-74.00128948, 40.72930859], 'type': 'Point'}","New York, NY",0.055728215,negative,Anger,Election
Lemme stop before Democrat twitter try and murder me.,11/8/2016 13:45,42.25806712,-83.20153211,"Place(name='Allen Park', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0c937cb917334546.json', full_name='Allen Park, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.231897, 42.2227651], [-83.183819, 42.2227651], [-83.183819, 42.301134], [-83.231897, 42.301134]]], type='Polygon'), contained_within=[], id='0c937cb917334546')","{'coordinates': [-83.20153211, 42.25806712], 'type': 'Point'}",Detroit,0.513010346,negative,Anger,Hillary
Lemony squeezies #tothemulliesindenver #foodrevolution #cookwithkids #ouchmyfingers @ Congress… https://t.co/6nKwwMvx5C,11/8/2016 13:45,37.96943952,-87.52647127,"Place(name='Evansville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ad815dfe8c34a012.json', full_name='Evansville, IN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.699649, 37.9239819], [-87.449732, 37.9239819], [-87.449732, 38.082951], [-87.699649, 38.082951]]], type='Polygon'), contained_within=[], id='ad815dfe8c34a012')","{'coordinates': [-87.52647127, 37.96943952], 'type': 'Point'}","Evansville, Indiana",2.315120175,positive,Anger,Election
LET OUR VOICES BE HEARD! 🇺🇸✌️#election2016 #vote #electionday #votesforwomen #beheard @… https://t.co/Sqyg74BXYY,11/8/2016 13:45,42.912,-78.7597,"Place(name='Cheektowaga', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/d3f378f122d4f4a7.json', full_name='Cheektowaga, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-78.799913, 42.863516], [-78.6968847, 42.863516], [-78.6968847, 42.950897], [-78.799913, 42.950897]]], type='Polygon'), contained_within=[], id='d3f378f122d4f4a7')","{'coordinates': [-78.7597, 42.912], 'type': 'Point'}","Buffalo, NY",0.108836579,negative,Anger,Election
Let your voice be heard! #vote #election2016 #presidentialelection #arts @ Harlem https://t.co/i4q9vnt8Qt,11/8/2016 13:45,41.7907,-88.0149,"Place(name='Downers Grove', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6af99a29bfae42a2.json', full_name='Downers Grove, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-88.0966885, 41.744098], [-87.9833145, 41.744098], [-87.9833145, 41.8390701], [-88.0966885, 41.8390701]]], type='Polygon'), contained_within=[], id='6af99a29bfae42a2')","{'coordinates': [-88.0149, 41.7907], 'type': 'Point'}",,0.108836579,negative,Anger,Election
"Let's do this. #electionday #election2016 #gotv #vote #pollsarentevenopenyet @ Elliot Park,… https://t.co/MXC0nSgPRj",11/8/2016 13:44,38.89781851,-77.03592977,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.03592977, 38.89781851], 'type': 'Point'}",Kentucky,0.108836579,negative,Anger,Election
"Let's go, Mass! #voting #election2016 @ Mack Park https://t.co/9lLKsfLJ7l",11/8/2016 13:43,39.88156345,-86.04933908,"Place(name='Indianapolis', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/018929347840059e.json', full_name='Indianapolis, IN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]], type='Polygon'), contained_within=[], id='018929347840059e')","{'coordinates': [-86.04933908, 39.88156345], 'type': 'Point'}","Indianapolis, IN",0.108836579,negative,Anger,Election
"lmao #barack going in
#barackobama #president #donaldtrump #democrat #hilaryclinton #anime… https://t.co/1JJJoFtQfe",11/8/2016 13:40,40.763186,-73.994508,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.994508, 40.763186], 'type': 'Point'}","New York, NY",19.71547723,positive,Anger,Trump
"lmao
#election2016 #barackobama #president #donaldtrump #democrat #hilaryclinton #anime #otaku… https://t.co/DDH6thx1vC",11/8/2016 13:39,33.97284,-80.98927,"Place(name='South Carolina', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json', full_name='South Carolina, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]], type='Polygon'), contained_within=[], id='6057f1e35bcc6c20')","{'coordinates': [-80.98927, 33.97284], 'type': 'Point'}","Columbia, SC",0.926848254,negative,Anger,Trump
Mañana él futuro del #Mundo estará en manos de la población estadounidense... #election2016… https://t.co/bWhoCQ8wRj,11/8/2016 13:37,25.7651564,-80.1934132,"Place(name='Miami', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/04cb31bae3b3af93.json', full_name='Miami, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]], type='Polygon'), contained_within=[], id='04cb31bae3b3af93')","{'coordinates': [-80.1934132, 25.7651564], 'type': 'Point'}","Miami, FL",2.315120175,positive,Anger,Election
Make sure you get out there and vote today! #vote #election2016 @ Cunningham School https://t.co/WvmKev9oUa,11/8/2016 13:36,38.8985601,-77.03651268,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.03651268, 38.8985601], 'type': 'Point'}",DMV,0.512035707,negative,Anger,Election
"my friend king71896 wants to know lol
#obamaphone #barackobama #president #donaldtrump #democrat… https://t.co/ggPqlq17EW",11/8/2016 13:30,39.95387478,-75.16724886,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.16724886, 39.95387478], 'type': 'Point'}",follow me at: ,57.62828998,positive,Anger,Trump
Nasty women can be cat ladies. Cat ladies vote 😸 #vote #nastywoman #america #cat #democrat… https://t.co/EKUSqamulJ,11/8/2016 13:26,39.04874,-77.50964,"Place(name='Ashburn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/000b619e3fa2390b.json', full_name='Ashburn, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.522803, 38.9882697], [-77.431408, 38.9882697], [-77.431408, 39.0740487], [-77.522803, 39.0740487]]], type='Polygon'), contained_within=[], id='000b619e3fa2390b')","{'coordinates': [-77.50964, 39.04874], 'type': 'Point'}",Washington DC,0.108836579,negative,Anger,Hillary
Nasty women vote. #ivotes #election2016 #imwithher 🇺🇸🇺🇸 @ Ps 17 Henry David Thoreau https://t.co/U74uJl66cp,11/8/2016 13:26,40.57562337,-74.50701285,"Place(name='Middlesex', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/9e9d157857a4205c.json', full_name='Middlesex, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.527044, 40.555399], [-74.469693, 40.555399], [-74.469693, 40.59266], [-74.527044, 40.59266]]], type='Polygon'), contained_within=[], id='9e9d157857a4205c')","{'coordinates': [-74.50701285, 40.57562337], 'type': 'Point'}","Middlesex, New Jersey, USA",0.055728215,negative,Anger,Hillary
No matter what happens today we're still friends! #election2016 #GoVote #Merica @ Deer Ridge… https://t.co/8jR4iVKQeP,11/8/2016 13:23,40.12,-75.3417,"Place(name='Norristown', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6b4972f8e32f4e32.json', full_name='Norristown, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.365138, 40.105217], [-75.31664, 40.105217], [-75.31664, 40.141599], [-75.365138, 40.141599]]], type='Polygon'), contained_within=[], id='6b4972f8e32f4e32')","{'coordinates': [-75.3417, 40.12], 'type': 'Point'}","Pennsylvania, USA",0.926848254,negative,Anger,Election
"no no no
#barackobama #president #donaldtrump #democrat #hilaryclinton #anime #otaku… https://t.co/e5ktQybqXM",11/8/2016 13:22,33.49075,-112.68832,"Place(name='Arizona', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/a612c69b44b2e5da.json', full_name='Arizona, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-114.818269, 31.3322463], [-109.0451527, 31.3322463], [-109.0451527, 37.004261], [-114.818269, 37.004261]]], type='Polygon'), contained_within=[], id='a612c69b44b2e5da')","{'coordinates': [-112.68832, 33.49075], 'type': 'Point'}","Buckeye, Arizona",19.71547723,positive,Anger,Trump
"Not sure what makes you a New Yorker, but voting gets you pretty close! #election2016 @… https://t.co/TRyZeN5JRN",11/8/2016 13:21,39.77623441,-75.09071601,"Place(name='Turnersville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/014af7545dd54df8.json', full_name='Turnersville, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.130194, 39.6986416], [-75.015244, 39.6986416], [-75.015244, 39.804669], [-75.130194, 39.804669]]], type='Polygon'), contained_within=[], id='014af7545dd54df8')","{'coordinates': [-75.09071601, 39.77623441], 'type': 'Point'}",,1.006025186,neutral,Anger,Election
Nothing special ¯\_(ツ)_/¯ #election2016 @ Morgan State University https://t.co/6w6AlBb60x,11/8/2016 13:21,33.5248,-86.8127,"Place(name='Birmingham', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/92220986b9dfd67d.json', full_name='Birmingham, AL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]], type='Polygon'), contained_within=[], id='92220986b9dfd67d')","{'coordinates': [-86.8127, 33.5248], 'type': 'Point'}","Birmingham, AL",1.818011675,neutral,Anger,Election
Off my back. #vote #ivoted #govote #election2016 @ Porter Elementary https://t.co/S2czGK0hup,11/8/2016 13:15,39.96477461,-75.13255285,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.13255285, 39.96477461], 'type': 'Point'}","Philadelphia, PA",0.926848254,negative,Anger,Election
"One word. VOTE!!!! 🇺🇸#vote #election2016 #votetoday #breaktheceiling @ Chestnut Hill, Phila Pa… https://t.co/Ac8TEHRDzI",11/8/2016 13:12,40.5754555,-74.50676843,"Place(name='Middlesex', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/9e9d157857a4205c.json', full_name='Middlesex, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.527044, 40.555399], [-74.469693, 40.555399], [-74.469693, 40.59266], [-74.527044, 40.59266]]], type='Polygon'), contained_within=[], id='9e9d157857a4205c')","{'coordinates': [-74.50676843, 40.5754555], 'type': 'Point'}","Middlesex, New Jersey, USA",0.108836579,negative,Anger,Election
